"Txhash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","ContractAddress","Value_IN(MATIC)","Value_OUT(MATIC)","CurrentValue @ $0.87794673385263/MATIC","TxnFee(MATIC)","TxnFee(USD)","Historical $Price/MATIC","Status","ErrCode","Method"
"0x01057d160b06247e21f508d699e1c0dab920909033d9c744cda16da8f52c44ad","55438761","1712243066","2024-04-04 15:04:26","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.04389624","0.0385385605364112","0.91","","","Mint With Token URI"
"0xb51b02a35bdce154918b25d4b065d25d2d8262e4fd1eaec6d806959ac5415a58","55438815","1712243212","2024-04-04 15:06:52","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.046636088","0.0409440011392638","0.91","","","Mint With Token URI"
"0xc3089c480ac4b2b85f57d77d494495c37e42092eef95ceb822784aa4cb4075d3","55439975","1712245851","2024-04-04 15:50:51","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.03206684","0.0281529774429749","0.91","","","Mint With Token URI"
"0x903676c130e732ddbf548034dd7a91a90be22a815a8ef9ed46fd3bff996e7ffc","55444325","1712255769","2024-04-04 18:36:09","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.01193481","0.0104781274586517","0.91","","","Safe Transfer"
"0x6ab4b451e5a2b6b268ef3dad64c51125f5726e075f853772b685adfe2a0149ba","55446691","1712261283","2024-04-04 20:08:03","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.061530336","0.0540203575240549","0.91","","","Mint With Token URI"
"0x75d4a0f26a37aa12449f53109a9b91dba0cb000cf4ac204adf55bd09ea4183b3","55446759","1712261427","2024-04-04 20:10:27","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.019218504","0.0168728228163337","0.91","","","Safe Transfer"
"0x0376b96f440a7f08f24eb1b6e56c4685c08a2a7ff6aa027cb2ed7e694a43352a","55450303","1712269807","2024-04-04 22:30:07","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.022463456","0.0197217178262423","0.91","","","Mint With Token URI"
"0xb5846fd613142fe0e256aa41f2accfa07f367395a5681de076fd629d6e790766","55454265","1712279138","2024-04-05 01:05:38","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.024660968","0.0216510163092442","0.88","","","Mint With Token URI"
"0xa3a3132f2135276eb9506799e40dabedc0840b50219b33dd6c86b087c140d2e3","55454322","1712279291","2024-04-05 01:08:11","0x354df4f1565c0247a9ef4a01342b32c5bc8cae30","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.008615976134769874","0.00756436810647342","0.88","","","Safe Transfer From"
"0x9c9b04a1e0a84970dd6003e7e6f4e4a011676446c9da665e850ce4d9eaf29e29","55455954","1712283162","2024-04-05 02:12:42","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.024874536","0.0218385176372997","0.88","","","Mint With Token URI"
"0x381971607e2fd84994594161582b731d0e216bc4f500b701c6c4ffcdf6235065","55459485","1712290940","2024-04-05 04:22:20","0x605ac57e6fc9e01f4a7f984ed317c34505d9f2d0","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.005093910515962487","0.00447218210002683","0.88","","","Set Approval For All"
"0xc40aec3abb5c02d796af2be6bae66c3045bf60d8ffc75cacf7beb2b4e32706e7","55465128","1712303444","2024-04-05 07:50:44","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.052740288","0.0463031635920471","0.88","","","Mint With Token URI"
"0x84a7ffee16257e23ac78398b14ec53c8f0578c1467cf7cc8c82067b9f3574f42","55467065","1712307844","2024-04-05 09:04:04","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.042180228","0.0370319934057593","0.88","","","Mint With Token URI"
"0xec8ed98aaaac84356f5784ef1ca1e94e3dfca4ff8ac519ec9228482548fd1615","55467358","1712308466","2024-04-05 09:14:26","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.041440224","0.0363823093109214","0.88","","","Mint With Token URI"
"0x6787e8f65e2c33bfd04e55d2d0370efc0cb2df2c977bfcf117de5afdcddb0efc","55467483","1712308764","2024-04-05 09:19:24","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.0370002","0.0324842047418941","0.88","","","Mint With Token URI"
"0x219f078b2e88497b0473448d6d430369b98ed93e0a221f4ec969db68bb2e9ce0","55467649","1712309118","2024-04-05 09:25:18","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.017524932","0.0153859568103894","0.88","","","Safe Transfer"
"0x33430cf69c136e6feee0ef3850b4d295b4f513a48690c32928e54b5f5c2e178b","55467670","1712309162","2024-04-05 09:26:02","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.015296314","0.0134293489162843","0.88","","","Safe Transfer"
"0xeccb113e74a0c124f57b210d9294ff1b0def9c0a591e7cc8c3f844e492654cac","55467879","1712309670","2024-04-05 09:34:30","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.041752728","0.0366566711770373","0.88","","","Mint With Token URI"
"0xb8052d5210abaca11eaf11934e228f1c2c8593a98c6b23c64509229c19b3ad0f","55472340","1712320059","2024-04-05 12:27:39","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.033897652","0.0297603328586731","0.88","","","Mint With Token URI"
"0x5bde21e18c2fab7b36b883a072dfe57687e689dc0fea6a9364ae944ebed2627e","55474325","1712324676","2024-04-05 13:44:36","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.052740288","0.0463031635920471","0.88","","","Mint With Token URI"
"0xbab0cfc09dd7f929a43bbe4b0f31d6d8ab2fe46ce35a61a72a2a10c533793316","55474699","1712325557","2024-04-05 13:59:17","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.023691088","0.0207995133310152","0.88","","","Safe Transfer"
"0x30729f7d4e870c122d6bafdda523e7557c97bcf8139ded32f207b251ccca190d","55478256","1712333645","2024-04-05 16:14:05","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.057135312","0.050161760558051","0.88","","","Mint With Token URI"
"0xc98f90792db81ae078cff05f182cdb2e9249ded6949b1c9f9822ea03d9b409b2","55478505","1712334210","2024-04-05 16:23:30","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.055670304","0.048875561569383","0.88","","","Mint With Token URI"
"0xf164ec2c56dd3d035178e631e5431862d5629ea765546d3ba3ee99316aae2513","55479117","1712335578","2024-04-05 16:46:18","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.037493536","0.032917327471786","0.88","","","Mint With Token URI"
"0x57b4dbce02b52f930ff8fba7e1b54985122b9edc70aeefb1deebecd5884f644b","55479172","1712335706","2024-04-05 16:48:26","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.039713548","0.0348663797562997","0.88","","","Mint With Token URI"
"0x1e6b01e764977b9ace1fead07b1ca412c12fa4f02799572665fb23f5a3e8ebce","55479177","1712335726","2024-04-05 16:48:46","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.044153572","0.0387644843253269","0.88","","","Mint With Token URI"
"0xd4a8287028305420829370a4acab2ea4e5a95f3b8f93a1614b07baba3d926f3b","55480265","1712338196","2024-04-05 17:29:56","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.028567656","0.0250808802790255","0.88","","","Mint With Token URI"
"0x42d9a2fafb30ee3799da1aba6f16d7ab2d6636a6fb2e61c8fb4e06ebaa571abf","55480400","1712338496","2024-04-05 17:34:56","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.02563764","0.0225084823016895","0.88","","","Mint With Token URI"
"0x1a3edede4dd4e825e15204d26b510b5fcf2060653445af671e9ee3477f78c4eb","55488034","1712355830","2024-04-05 22:23:50","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.0427294","0.0375141371694826","0.88","","","Mint With Token URI"
"0x00dfc72ebb59d74eca9c61f1503640be701608aaab87f6d500d8f18922edf30b","55490949","1712362520","2024-04-06 00:15:20","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.021215472","0.0186260543495419","0.90","","","Mint With Token URI"
"0x33f6ed1c05a4b19af998bcb66551da2c21012a46b7e440a73014021bfd1311f9","55492100","1712365183","2024-04-06 00:59:43","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.023411328","0.0205538989527526","0.90","","","Mint With Token URI"
"0x2304c20a11bd3e054596ef35ebd3f1325ee36829d4419a5ceac3b7e5a6a3dab4","55497981","1712378744","2024-04-06 04:45:44","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.03174184","0.0278676447544728","0.90","","","Mint With Token URI"
"0x174c97a71b5bb49676917620dc61a24ad2db903baa00e90edcfd59a22726d328","55498015","1712378820","2024-04-06 04:47:00","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.02930016","0.0257239797733595","0.90","","","Mint With Token URI"
"0x7e578d953f647842270e40f0067b92eed20e4fb09a925324f2df01ed6445a1ff","55498043","1712378880","2024-04-06 04:48:00","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.025393472","0.0222941158035782","0.90","","","Mint With Token URI"
"0x5d03700012dbf3323a47f9a4af8d799da206bfed0e91e2dc121714fb578a7514","55498083","1712378966","2024-04-06 04:49:26","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.024172632","0.0212222833130216","0.90","","","Mint With Token URI"
"0xf13bd5ca5c407512ba3e996159bcd61ef64246f3fb0e33a7ad660a2a21dcb472","55498112","1712379028","2024-04-06 04:50:28","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.02563764","0.0225084823016895","0.90","","","Mint With Token URI"
"0x697dc4fc4035471ef8a92e733e09b9ad51508e18323e1178ce12b5019e618523","55498153","1712379114","2024-04-06 04:51:54","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.024172632","0.0212222833130216","0.90","","","Mint With Token URI"
"0xdb04a831df08b8b1cef1629fb16a58184bdb2a4b61a3f6120fbd57e3bcb20816","55500370","1712384284","2024-04-06 06:18:04","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.028567656","0.0250808802790255","0.90","","","Mint With Token URI"
"0xd1c991e593a8341d446e63115fbe6ba11037da01cfa5961d9481e7c976a4c250","55500561","1712384721","2024-04-06 06:25:21","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.021486784","0.0188642518337969","0.90","","","Mint With Token URI"
"0x22bce504d908bd25292a1f617d53b13af5c80728d86096db8998e71a27fdc7f0","55504778","1712393937","2024-04-06 08:58:57","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.043461904","0.0381572366638166","0.90","","","Mint With Token URI"
"0xa2215042f6e2fe876ef4a2556f37d4aee87a9452bc71e141e8e4c230e0284eb0","55509369","1712404053","2024-04-06 11:47:33","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.022219288","0.0195073513281309","0.90","","","Mint With Token URI"
"0x1518182f29acaa8288b40ead4ea974952d251e4e98fc1c1de69181ede5824c16","55509974","1712405438","2024-04-06 12:10:38","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.013473176","0.0118287308638216","0.90","","","Safe Transfer"
"0x69dc3d5d2f31e3ddc11961769e6f88964e45bd3ee5ea93ef1175ff91f70c75a8","55511364","1712408554","2024-04-06 13:02:34","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.024905136","0.0218653828073556","0.90","","","Mint With Token URI"
"0xa32c96b063d7e83a84a5044277409a654edd6d1bfd721bf95700fb49e8958f3f","55511372","1712408570","2024-04-06 13:02:50","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.010373954","0.00910777903143743","0.90","","","Safe Transfer"
"0x906e321e44b1539186b2582f2a9b2041e1fa025ecc57d6557993abe241b965e3","55512977","1712412194","2024-04-06 14:03:14","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.023928464","0.0210079168149102","0.90","","","Mint With Token URI"
"0xac6220a3b6cfcd7221330f7e4ec965244346484c74135beedc296b557a56236a","55513109","1712412474","2024-04-06 14:07:54","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.010306968","0.00904896889152357","0.90","","","Safe Transfer"
"0xe68852e4ec4d0ee22bab53b63959c632bd875cf78ad34314a69cd1c3e3082a62","55513626","1712413636","2024-04-06 14:27:16","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.028323488","0.0248665137809142","0.90","","","Mint With Token URI"
"0xe280e9de8a35a9032a9d255ccc4dc30a3cd1d53b032e9bff3d9a3faf03730f4b","55515297","1712417513","2024-04-06 15:31:53","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.012690468","0.0111415549316613","0.90","","","Safe Transfer"
"0x938d8be0c8aed9b4699fcca3f1df2e38912079ec04f765a54e12c042c01ada68","55518266","1712424493","2024-04-06 17:28:13","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.02194812","0.0192692802682056","0.90","","","Mint With Token URI"
"0x3426dc6c4574d4f2b515a452aaede944fa448ad8019639d9ecf0a32c2be68eba","55520736","1712430199","2024-04-06 19:03:19","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.026580304","0.02333609108161","0.90","","","Mint With Token URI"
"0x20a24945473952543648a2cf13d165dbe5858ca0e6bc2a3205321e9d6dfac21d","55520947","1712430655","2024-04-06 19:10:55","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.026125976","0.0229372152979122","0.90","","","Mint With Token URI"
"0x4ca9c125f5a5a838dfde717cb66e7ea4c0e73d16b3e892c1c3364a35cbf7c12f","55520956","1712430691","2024-04-06 19:11:31","0x48290fd100087b6fd33d831497058f1ff46be828","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.004721896193216739","0.0041455733404258","0.90","","","Set Approval For All"
"0x714a1c8a1ce2338265a8264a699c420f02bfdda29fef4d9dd15750ed304c51dc","55520995","1712430781","2024-04-06 19:13:01","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.009765792","0.00857384518988414","0.90","","","Safe Transfer"
"0xceb271e7f932313f2d92e5a5ad3b3190d43b91760c8924f93f169cca6b93f142","55523767","1712437071","2024-04-06 20:57:51","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.021242616","0.0186498853356856","0.90","","","Mint With Token URI"
"0x1afea986455dc29af9feb170fe2b8a6c3322df865417fa1f62a6d3fa8ac843b2","55528267","1712447029","2024-04-06 23:43:49","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.0121934","0.0107051557045587","0.90","","","Mint With Token URI"
"0x06284d807985155bb48164a3bea77194b706d4fd8bf76c50ecace010d5566acb","55529948","1712450818","2024-04-07 00:46:58","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.018800936","0.0165062203545723","0.91","","","Mint With Token URI"
"0xa580b460f5e1621bb63a69ff941da1adab2d4a11f17a96af0f01126c48929c13","55529989","1712450906","2024-04-07 00:48:26","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.017335928","0.0152200213659044","0.91","","","Mint With Token URI"
"0xd40d89e73584585b207157bc93f80a6b0883927fa87c4536eab5c07ce34a12fc","55530020","1712450972","2024-04-07 00:49:32","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.017335928","0.0152200213659044","0.91","","","Mint With Token URI"
"0xd25832517fe0fc153ef7922d1282653716a9a17232646367d224d639cab3d63a","55530049","1712451034","2024-04-07 00:50:34","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.01709176","0.015005654867793","0.91","","","Mint With Token URI"
"0xd78ed83686f4546d1463b388ee02e17f4dfd09225d04883992ce7c247783897a","55530076","1712451090","2024-04-07 00:51:30","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.01709176","0.015005654867793","0.91","","","Mint With Token URI"
"0xac4df2d75248293461b0a2626002106ea6cda1686d58a235326999cf58e5373d","55530101","1712451156","2024-04-07 00:52:36","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.022219288","0.0195073513281309","0.91","","","Mint With Token URI"
"0xcfb8031f63aa25b9c391c77dd335909acd0a3c706ee344b9dec5dcb7641c2518","55530116","1712451207","2024-04-07 00:53:27","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.010273236","0.00901935399229726","0.91","","","Safe Transfer"
"0x0fef3928931ecc3c5813353c79e2694e890a217ca5cf0a63c87e4cdd89e49cf1","55530364","1712451765","2024-04-07 01:02:45","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.007427112","0.00652060872235767","0.91","","","Safe Transfer"
"0xf35fb5adcc43740a2520b15b75815b2535439a32a91bcf5ee82a85baac4dce34","55531908","1712455201","2024-04-07 02:00:01","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.006896604","0.00605485095647498","0.91","","","Safe Transfer"
"0xe4165ebe22ab8ca147cdd658c616fd35017b32dfb213502d29c9f106abae2574","55539904","1712473305","2024-04-07 07:01:45","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.021730952","0.0190786183319083","0.91","","","Mint With Token URI"
"0xba9ef14ddca5f332312588351da916a0190a8ae512ff2b51fc86fc580bf27151","55543345","1712480798","2024-04-07 09:06:38","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.060797832","0.0533772580297209","0.91","","","Mint With Token URI"
"0x753b51c1422075080e54d6fea4d94c0b799e07d4bd7c6f360b406be275651b68","55552648","1712501527","2024-04-07 14:52:07","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.039311048","0.034513006195924","0.91","","","Mint With Token URI"
"0x24e8820ccd8cb8801ac88fcb599a9644ce5e925f6e97194cb183b2c2bb1d6885","55557421","1712512072","2024-04-07 17:47:52","0x7f98607a3c3a240a1373017407aeda1b366531d3","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.009806205566595867","0.00860932614868032","0.91","","","Safe Transfer From"
"0xfd2b98c376873d2010fb05f656e1f67d12b12e5b64673672a62ac44fb29a8f4e","55557445","1712512124","2024-04-07 17:48:44","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.02807932","0.0246521472828028","0.91","","","Mint With Token URI"
"0x9a9b31759287c01841e719458ff517df554ed7d56d9d0f7208dd054ad0b56e98","55558353","1712514118","2024-04-07 18:21:58","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.02685848","0.0235803147922462","0.91","","","Mint With Token URI"
"0x383c99cc43278e8c9557afab64389010f6fa1a6cec9942999e5c9b5d13d8016c","55558980","1712515486","2024-04-07 18:44:46","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.012992622","0.0114068300490818","0.91","","","Safe Transfer"
"0xe667c2a1e7d2f1e48c955ca1625b355ecb4256389b551efbf2139eb9fce9c70d","55559628","1712516862","2024-04-07 19:07:42","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.02563764","0.0225084823016895","0.91","","","Mint With Token URI"
"0xc4a1d7a06441a99a50a8ae90765bcfbf123044f39d4426156cd43c21cff1d156","55562388","1712522882","2024-04-07 20:48:02","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.015382584","0.0135050893810137","0.91","","","Mint With Token URI"
"0xf3fc82542151c3c1ce814797f7760c568e709bfb9d561aa3b0e8a01b4dc86968","55562753","1712523674","2024-04-07 21:01:14","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.015363684","0.0134884961877439","0.91","","","Mint With Token URI"
"0x55fe40ddc122ec136ca34aad0fede90c038d7efdec7211c28053bd91b2e53dda","55564032","1712526505","2024-04-07 21:48:25","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.015382584","0.0135050893810137","0.91","","","Mint With Token URI"
"0xf68b050f9fc4c34b2023bf1814277abdcd4b3e7125efc764a512f61e28f93961","55565108","1712528826","2024-04-07 22:27:06","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.014405912","0.0126476233885684","0.91","","","Mint With Token URI"
"0xbc1835e08e53f0d99298705c53033c4bd6e3daf5027d496b69a99bfa9d2c8ebc","55569562","1712538556","2024-04-08 01:09:16","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.019045104","0.0167205868526837","0.95","","","Mint With Token URI"
"0xfee80ca4b4195e509c5d03e3ae3c31f06e0486416ce6677a49180edfb0ae2c03","55569867","1712539204","2024-04-08 01:20:04","0xe844d1add2ff69efdc38b364a23965f457d89f18","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.0030821940210081","0.00270600217384417","0.95","","","Set Approval For All"
"0xf873f0f36200a62404f76cb77c34e5d8a342fbebbe77650a4c5a43547294f833","55569867","1712539204","2024-04-08 01:20:04","0xe844d1add2ff69efdc38b364a23965f457d89f18","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.0017505759272181","0.00153691241766217","0.95","","","Set Approval For All"
"0xb80988d518a0a0a6133edd62392f5f65bb657511cab175b5e4467f940545a18a","55578658","1712558770","2024-04-08 06:46:10","0x30ff20cb4a783b5bb97d0af2e86d08c6b996d7d2","0x56850506399d2080cbef6fe7805a9681e904d558","","0","0","0","0.019045104","0.0167205868526837","0.95","","","Mint With Token URI"
